loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
26100,60 months,13.88,605.68,D,2 years,MORTGAGE,61900,Not Verified,debt_consolidation,26.13,0,701,47.3,Fully Paid
8100,36 months,9.18,258.26,B,2 years,RENT,40900,Verified,debt_consolidation,33.25,0,705,15.8,Fully Paid
11900,36 months,6.08,362.45,A,5 years,RENT,77800,Not Verified,medical,16.24,0,753,60.5,Fully Paid
6700,36 months,15.76,234.76,D,10+ years,RENT,53700,Not Verified,debt_consolidation,29.89,0,681,79.9,Fully Paid
32600,36 months,9.87,1049.92,B,2 years,MORTGAGE,82600,Verified,debt_consolidation,8.5,0,716,13.6,Fully Paid
20600,36 months,11.67,680.97,B,< 1 year,MORTGAGE,55200,Not Verified,debt_consolidation,13.51,0,742,65.2,Fully Paid
14400,36 months,13.14,486.16,C,1 year,OWN,32900,Not Verified,debt_consolidation,11.1,0,698,30.1,Fully Paid
11600,36 months,11.65,383.35,C,10+ years,RENT,77500,Source Verified,home_improvement,8.0,0,715,47.0,Fully Paid
12200,36 months,13.18,412.12,C,10+ years,MORTGAGE,112400,Source Verified,small_business,12.44,0,700,66.5,Fully Paid
17400,36 months,15.22,605.05,D,9 years,RENT,95700,Not Verified,debt_consolidation,35.19,0,674,23.6,Charged Off
6900,36 months,11.75,228.36,B,3 years,MORTGAGE,28600,Not Verified,credit_card,19.97,0,739,25.7,Fully Paid
7700,36 months,15.06,267.15,C,10+ years,MORTGAGE,35400,Source Verified,debt_consolidation,10.74,0,703,15.2,Fully Paid
20100,36 months,12.34,670.88,C,10+ years,MORTGAGE,105800,Verified,debt_consolidation,19.88,0,708,71.4,Fully Paid
12100,36 months,14.68,417.56,C,7 years,MORTGAGE,80100,Not Verified,debt_consolidation,29.75,0,702,49.1,Fully Paid
35600,36 months,10.24,1152.73,B,10+ years,MORTGAGE,45900,Source Verified,debt_consolidation,24.27,0,717,78.9,Fully Paid
17300,36 months,18.59,630.57,D,3 years,RENT,24000,Not Verified,debt_consolidation,31.52,0,669,23.8,Charged Off
21200,36 months,12.99,714.21,C,10+ years,OWN,25200,Not Verified,car,12.09,2,686,26.8,Fully Paid
9300,36 months,16.14,327.6,D,7 years,MORTGAGE,106900,Source Verified,debt_consolidation,18.67,1,712,63.5,Fully Paid
22600,36 months,8.97,718.36,B,1 year,MORTGAGE,140800,Verified,credit_card,9.06,2,722,39.7,Fully Paid
11000,60 months,17.71,277.6,D,1 year,MORTGAGE,26800,Not Verified,credit_card,21.8,0,682,42.7,Fully Paid
8000,36 months,8.01,250.73,A,10+ years,RENT,71400,Not Verified,credit_card,10.28,0,737,67.2,Fully Paid
9300,36 months,13.29,314.65,C,2 years,RENT,96500,Source Verified,credit_card,11.59,0,711,38.8,Fully Paid
22300,60 months,7.27,444.41,A,10+ years,RENT,16800,Verified,debt_consolidation,24.69,0,735,50.1,Charged Off
3900,36 months,10.75,127.22,B,< 1 year,MORTGAGE,45400,Source Verified,debt_consolidation,31.22,1,725,65.6,Charged Off
17400,36 months,16.07,612.33,D,10+ years,MORTGAGE,19800,Not Verified,credit_card,29.85,0,683,51.0,Fully Paid
22600,36 months,15.87,793.1,C,10+ years,RENT,42900,Verified,debt_consolidation,17.0,0,703,53.9,Fully Paid
14500,60 months,15.49,348.69,D,10+ years,RENT,56400,Verified,debt_consolidation,8.53,0,672,45.2,Fully Paid
14400,36 months,8.01,451.31,A,2 years,MORTGAGE,40800,Source Verified,debt_consolidation,21.61,1,742,,Fully Paid
18500,36 months,15.42,645.12,D,10+ years,RENT,29500,Verified,car,16.11,1,695,77.7,Fully Paid
6600,60 months,10.89,143.14,B,4 years,RENT,59600,Source Verified,debt_consolidation,25.45,0,708,60.5,Fully Paid
3300,60 months,7.83,66.64,A,10+ years,MORTGAGE,33400,Not Verified,debt_consolidation,4.11,0,752,38.5,Fully Paid
3600,60 months,10.96,78.2,B,4 years,OWN,42600,Verified,debt_consolidation,41.13,0,715,31.0,Fully Paid
17800,36 months,13.3,602.33,C,3 years,MORTGAGE,36000,Verified,debt_consolidation,28.76,2,711,23.7,Fully Paid
6500,36 months,14.96,225.2,C,4 years,MORTGAGE,41000,Verified,credit_card,11.44,0,695,29.3,Fully Paid
17600,36 months,10.81,574.62,B,< 1 year,RENT,55800,Source Verified,debt_consolidation,9.71,1,710,41.3,Fully Paid
12100,60 months,27.55,373.47,G,6 years,MORTGAGE,62500,Verified,debt_consolidation,27.67,0,651,45.6,Fully Paid
16500,60 months,12.42,370.54,C,10+ years,RENT,64800,Not Verified,debt_consolidation,14.54,0,709,30.0,Fully Paid
9200,60 months,13.63,212.31,C,10+ years,OWN,56400,Source Verified,debt_consolidation,13.48,1,719,37.0,Fully Paid
19000,36 months,12.23,633.16,C,2 years,MORTGAGE,36800,Not Verified,debt_consolidation,32.82,0,687,39.9,Charged Off
16000,36 months,9.53,512.75,B,10+ years,RENT,63400,Not Verified,debt_consolidation,7.44,1,713,32.3,Fully Paid
18800,60 months,15.98,456.98,D,2 years,MORTGAGE,187400,Not Verified,debt_consolidation,6.87,1,675,28.9,Fully Paid
14600,36 months,14.94,505.68,C,1 year,MORTGAGE,38100,Not Verified,debt_consolidation,13.72,0,702,45.7,Fully Paid
13500,36 months,15.25,469.64,C,10+ years,MORTGAGE,110300,Verified,credit_card,14.06,1,691,21.8,Fully Paid
4600,60 months,16.54,113.19,D,< 1 year,RENT,134000,Source Verified,credit_card,23.15,0,695,65.0,Fully Paid
12600,36 months,14.46,433.46,C,7 years,RENT,60200,Source Verified,debt_consolidation,26.52,0,711,24.6,Fully Paid
13900,60 months,7.3,277.21,A,< 1 year,OWN,90900,Not Verified,credit_card,15.44,0,738,20.0,Fully Paid
18000,60 months,10.84,389.93,B,5 years,RENT,43900,Source Verified,credit_card,12.47,0,725,58.9,Fully Paid
6400,60 months,25.53,189.84,F,10+ years,MORTGAGE,25100,Not Verified,credit_card,11.85,2,646,,Fully Paid
11200,60 months,6.04,216.74,A,5 years,MORTGAGE,33000,Verified,debt_consolidation,17.0,1,744,33.5,Fully Paid
5700,36 months,14.81,197.06,D,1 year,MORTGAGE,33800,Not Verified,debt_consolidation,15.46,0,690,47.3,Fully Paid
19800,60 months,9.25,413.42,B,9 years,MORTGAGE,37900,Verified,car,10.15,1,693,49.9,Charged Off
6900,36 months,7.59,214.92,A,1 year,RENT,108700,Source Verified,medical,26.77,0,726,75.8,Fully Paid
12400,36 months,9.88,399.41,B,7 years,MORTGAGE,50300,Not Verified,credit_card,30.51,2,710,46.5,Fully Paid
9400,36 months,18.52,342.29,D,3 years,MORTGAGE,47200,Source Verified,debt_consolidation,35.09,0,705,70.5,Fully Paid
8400,36 months,15.8,294.49,D,5 years,MORTGAGE,58000,Verified,debt_consolidation,14.21,1,677,74.9,Charged Off
19600,60 months,11.29,428.99,B,9 years,RENT,36200,Source Verified,credit_card,14.85,0,703,53.4,Fully Paid
2000,36 months,12.5,66.91,C,6 years,MORTGAGE,96900,Source Verified,home_improvement,20.68,0,695,77.9,Fully Paid
5100,60 months,6.33,99.38,A,10+ years,MORTGAGE,65800,Not Verified,debt_consolidation,18.32,1,744,6.2,Fully Paid
4700,36 months,8.0,147.28,A,,MORTGAGE,29200,Not Verified,debt_consolidation,19.65,0,731,24.3,Fully Paid
6800,36 months,12.59,227.78,C,10+ years,MORTGAGE,67400,Not Verified,debt_consolidation,13.25,0,700,76.0,Fully Paid
6800,36 months,13.76,231.62,C,10+ years,RENT,97400,Verified,debt_consolidation,21.88,0,715,81.3,Charged Off
11200,36 months,8.81,355.17,B,10+ years,RENT,109100,Source Verified,credit_card,16.79,0,733,83.5,Fully Paid
14000,60 months,12.43,314.47,C,3 years,OWN,48600,Not Verified,debt_consolidation,8.3,0,664,75.0,Fully Paid
13700,36 months,7.29,424.84,A,10+ years,OWN,47500,Not Verified,credit_card,17.09,0,755,61.7,Fully Paid
11600,36 months,13.64,394.44,C,10+ years,MORTGAGE,65200,Not Verified,debt_consolidation,20.86,0,714,59.7,Charged Off
5400,36 months,9.51,173.0,B,10+ years,MORTGAGE,206300,Source Verified,small_business,11.19,0,701,21.8,Fully Paid
11100,36 months,6.34,339.4,A,10+ years,RENT,55700,Not Verified,credit_card,20.97,0,754,76.5,Fully Paid
16600,36 months,12.49,555.25,C,10+ years,MORTGAGE,48600,Source Verified,debt_consolidation,4.78,0,698,81.9,Fully Paid
24400,36 months,9.55,782.17,B,9 years,MORTGAGE,90000,Not Verified,credit_card,44.75,0,724,62.2,Fully Paid
4800,36 months,17.05,171.25,D,10+ years,RENT,47500,Source Verified,small_business,7.63,0,692,60.0,Fully Paid
17600,60 months,7.64,353.84,A,10+ years,MORTGAGE,34800,Source Verified,credit_card,12.21,0,751,53.6,Fully Paid
17900,36 months,20.61,670.8,E,2 years,MORTGAGE,116300,Not Verified,debt_consolidation,23.87,0,674,68.4,Fully Paid
7000,36 months,10.57,227.75,B,9 years,MORTGAGE,32100,Source Verified,credit_card,33.41,1,711,27.9,Charged Off
7700,36 months,16.14,271.24,C,7 years,OWN,44100,Not Verified,credit_card,10.37,0,722,38.4,Fully Paid
7000,60 months,13.64,161.57,C,10+ years,RENT,91300,Not Verified,debt_consolidation,22.67,1,695,43.0,Fully Paid
9400,36 months,10.08,303.66,B,,RENT,89400,Not Verified,car,21.74,0,714,54.4,Fully Paid
7300,36 months,16.1,257.01,D,5 years,MORTGAGE,80900,Verified,other,18.77,0,670,80.9,Fully Paid
12200,60 months,14.4,286.41,C,10+ years,MORTGAGE,118900,Source Verified,debt_consolidation,32.13,0,692,24.2,Fully Paid
26700,60 months,22.58,746.26,F,5 years,MORTGAGE,65000,Verified,credit_card,24.61,0,669,33.3,Fully Paid
17700,36 months,15.39,616.96,C,10+ years,RENT,58400,Not Verified,debt_consolidation,24.86,0,714,33.4,Fully Paid
5700,60 months,11.78,126.16,C,1 year,MORTGAGE,37700,Source Verified,debt_consolidation,11.14,1,709,65.0,Charged Off
7400,60 months,13.25,169.32,C,10+ years,RENT,78700,Verified,credit_card,23.83,0,694,28.2,Fully Paid
9900,60 months,20.51,265.11,D,10+ years,MORTGAGE,52100,Source Verified,home_improvement,16.83,1,684,34.6,Charged Off
33000,60 months,12.58,743.78,C,10+ years,MORTGAGE,29500,Not Verified,credit_card,21.9,0,690,54.8,Fully Paid
7800,36 months,18.04,282.15,D,10+ years,MORTGAGE,94300,Source Verified,debt_consolidation,19.58,0,673,47.1,Charged Off
3800,36 months,12.45,127.03,C,10+ years,RENT,121400,Not Verified,debt_consolidation,15.75,1,718,48.1,Fully Paid
26500,36 months,20.76,995.13,E,10+ years,MORTGAGE,197600,Not Verified,major_purchase,16.51,0,672,54.2,Charged Off
15800,36 months,9.81,508.41,B,4 years,MORTGAGE,117800,Not Verified,debt_consolidation,24.9,0,719,67.4,Charged Off
9600,36 months,14.62,331.0,D,8 years,RENT,78500,Not Verified,credit_card,12.63,0,703,67.0,Fully Paid
5300,60 months,18.29,135.42,E,5 years,RENT,27400,Not Verified,credit_card,18.89,0,660,73.1,Charged Off
5200,60 months,7.38,103.9,A,10+ years,MORTGAGE,83500,Not Verified,debt_consolidation,2.29,0,748,62.2,Fully Paid
5900,36 months,12.71,197.97,C,7 years,OTHER,50300,Not Verified,debt_consolidation,23.8,0,707,53.3,Fully Paid
11000,36 months,20.45,411.33,E,4 years,RENT,240000,Verified,debt_consolidation,5.64,0,659,84.0,Charged Off
14000,36 months,17.33,501.44,D,,MORTGAGE,87800,Verified,car,33.27,0,680,71.0,Fully Paid
11700,36 months,15.11,406.21,D,3 years,RENT,44800,Source Verified,debt_consolidation,11.87,0,666,74.2,Fully Paid
40000,60 months,11.06,870.89,B,9 years,MORTGAGE,105600,Source Verified,credit_card,29.75,0,702,46.6,Fully Paid
7200,60 months,14.5,169.4,C,7 years,MORTGAGE,57200,Verified,debt_consolidation,19.19,0,679,36.9,Fully Paid
17000,36 months,12.09,565.37,B,10+ years,MORTGAGE,74400,Verified,debt_consolidation,20.32,0,727,40.4,Fully Paid
13000,60 months,11.4,285.25,B,10+ years,MORTGAGE,21900,Not Verified,credit_card,20.59,1,721,49.7,Fully Paid
6800,60 months,10.81,147.2,B,3 years,MORTGAGE,66900,Verified,debt_consolidation,7.85,0,717,46.8,Fully Paid
14400,36 months,9.67,462.42,B,7 years,MORTGAGE,134500,Not Verified,debt_consolidation,20.51,0,727,48.2,Fully Paid
4500,36 months,10.18,145.58,B,< 1 year,MORTGAGE,40000,Not Verified,home_improvement,18.94,0,719,20.3,Fully Paid
13400,36 months,6.89,413.08,A,5 years,MORTGAGE,101800,Source Verified,debt_consolidation,10.3,0,750,24.6,Fully Paid
8900,36 months,9.18,283.76,B,10+ years,OWN,87000,Verified,other,11.26,1,704,86.8,Charged Off
6600,36 months,12.13,219.62,B,4 years,RENT,45100,Verified,credit_card,6.32,0,729,60.3,Fully Paid
3600,36 months,9.54,115.39,B,5 years,RENT,46400,Source Verified,other,18.7,0,733,55.6,Fully Paid
7900,60 months,14.09,184.19,D,8 years,MORTGAGE,100800,Not Verified,debt_consolidation,17.79,0,672,93.2,Charged Off
4600,36 months,15.09,159.66,C,10+ years,RENT,42800,Not Verified,other,24.64,0,697,26.1,Fully Paid
35900,36 months,12.19,1195.65,C,1 year,MORTGAGE,52000,Verified,debt_consolidation,12.63,1,710,43.0,Fully Paid
10700,36 months,12.62,358.57,B,5 years,MORTGAGE,133200,Source Verified,debt_consolidation,27.52,1,716,69.3,Fully Paid
6100,60 months,11.81,135.11,B,5 years,RENT,102800,Not Verified,debt_consolidation,23.31,1,719,56.5,Fully Paid
12200,36 months,19.52,450.42,E,1 year,RENT,85100,Verified,debt_consolidation,25.24,0,677,61.9,Fully Paid
23000,36 months,13.92,785.19,D,< 1 year,MORTGAGE,215400,Source Verified,debt_consolidation,29.59,0,701,47.1,Fully Paid
7600,36 months,15.53,265.43,D,9 years,OWN,24500,Not Verified,debt_consolidation,30.05,0,678,52.2,Charged Off
14100,36 months,14.9,488.09,C,10+ years,MORTGAGE,68500,Verified,debt_consolidation,13.35,0,714,53.7,Charged Off
11200,36 months,9.56,359.08,B,10+ years,RENT,67000,Source Verified,debt_consolidation,28.67,1,716,68.3,Charged Off
6500,36 months,7.21,201.33,A,6 years,MORTGAGE,58200,Not Verified,credit_card,21.01,2,728,70.9,Fully Paid
17100,36 months,14.25,586.52,C,3 years,RENT,23000,Not Verified,debt_consolidation,22.19,0,710,64.6,Fully Paid
16500,36 months,15.41,575.3,D,6 years,MORTGAGE,34100,Not Verified,debt_consolidation,19.17,0,696,25.5,Fully Paid
8100,60 months,18.46,207.72,D,10+ years,MORTGAGE,60600,Source Verified,credit_card,15.96,0,700,32.1,Fully Paid
6300,36 months,14.86,217.96,C,6 years,MORTGAGE,110000,Source Verified,debt_consolidation,29.1,0,691,61.3,Fully Paid
9400,60 months,7.76,189.52,A,10+ years,OTHER,43200,Verified,credit_card,28.41,1,763,,Fully Paid
23600,36 months,9.21,752.78,B,3 years,MORTGAGE,58300,Source Verified,debt_consolidation,10.65,3,709,16.3,Fully Paid
10400,36 months,21.34,393.64,E,9 years,MORTGAGE,32900,Verified,credit_card,8.66,1,658,55.5,Fully Paid
20800,36 months,8.03,652.08,A,2 years,MORTGAGE,33000,Source Verified,debt_consolidation,37.79,0,733,9.0,Fully Paid
10000,36 months,7.47,310.92,A,10+ years,RENT,125600,Not Verified,debt_consolidation,15.06,0,724,35.2,Fully Paid
8000,36 months,17.07,285.5,D,10+ years,MORTGAGE,63900,Verified,debt_consolidation,29.46,2,684,68.6,Charged Off
12800,36 months,11.37,421.3,B,5 years,RENT,56300,Not Verified,small_business,12.8,0,700,64.3,Charged Off
15700,60 months,13.53,361.5,C,10+ years,RENT,89700,Verified,credit_card,3.44,0,699,45.6,Fully Paid
14700,36 months,5.66,444.94,A,3 years,MORTGAGE,61500,Not Verified,debt_consolidation,26.84,0,737,68.8,Fully Paid
11200,60 months,14.5,263.52,C,5 years,RENT,37100,Source Verified,debt_consolidation,36.26,0,712,37.4,Charged Off
15800,36 months,19.02,579.32,D,10+ years,MORTGAGE,204400,Verified,debt_consolidation,15.43,0,676,70.5,Charged Off
17600,60 months,28.79,556.41,G,10+ years,RENT,59300,Not Verified,debt_consolidation,19.81,0,640,59.8,Charged Off
12000,60 months,13.93,278.78,C,10+ years,MORTGAGE,30700,Source Verified,debt_consolidation,7.26,0,694,59.0,Fully Paid
3400,36 months,10.93,111.2,B,1 year,RENT,149100,Not Verified,debt_consolidation,19.8,0,704,33.0,Fully Paid
7400,36 months,10.13,239.23,B,10+ years,RENT,34600,Source Verified,debt_consolidation,14.38,0,718,63.5,Fully Paid
6600,36 months,18.64,240.73,D,10+ years,RENT,69100,Not Verified,debt_consolidation,20.53,0,700,51.9,Fully Paid
21200,36 months,11.15,695.57,B,7 years,MORTGAGE,68700,Verified,debt_consolidation,31.65,0,709,18.2,Charged Off
8500,36 months,6.33,259.86,A,10+ years,MORTGAGE,61900,Source Verified,debt_consolidation,24.34,0,733,46.7,Fully Paid
11000,36 months,9.72,353.49,B,1 year,MORTGAGE,62500,Not Verified,debt_consolidation,12.03,0,713,44.9,Fully Paid
14300,60 months,10.23,305.45,B,,RENT,112400,Source Verified,debt_consolidation,25.0,0,716,55.6,Fully Paid
5600,36 months,13.49,190.01,C,1 year,MORTGAGE,59200,Source Verified,credit_card,18.77,2,715,27.4,Fully Paid
15000,36 months,14.74,518.07,D,10+ years,MORTGAGE,56100,Verified,car,21.2,0,666,27.0,Fully Paid
6500,60 months,11.6,143.28,B,10+ years,RENT,57800,Not Verified,debt_consolidation,18.85,0,734,6.8,Fully Paid
15200,36 months,13.8,518.02,C,10+ years,OWN,39300,Source Verified,credit_card,2.93,0,699,62.9,Fully Paid
22900,36 months,7.09,708.03,A,9 years,RENT,88800,Not Verified,debt_consolidation,9.06,0,744,51.3,Fully Paid
14100,36 months,12.85,474.07,C,10+ years,RENT,39500,Source Verified,major_purchase,19.88,0,716,50.1,Fully Paid
8900,36 months,22.16,340.63,F,10+ years,MORTGAGE,49300,Source Verified,credit_card,18.98,1,657,76.3,Charged Off
11900,36 months,12.39,397.47,B,1 year,RENT,52200,Not Verified,debt_consolidation,8.1,0,708,47.0,Fully Paid
10700,36 months,19.23,393.46,D,,OWN,92600,Not Verified,debt_consolidation,18.06,2,688,45.6,Fully Paid
10200,36 months,23.98,400.07,E,2 years,MORTGAGE,89700,Not Verified,credit_card,12.55,1,664,19.8,Fully Paid
10500,36 months,10.54,341.47,B,1 year,MORTGAGE,152000,Not Verified,credit_card,12.65,0,697,76.0,Charged Off
13500,60 months,7.28,269.1,A,4 years,MORTGAGE,49400,Not Verified,debt_consolidation,20.21,0,744,58.6,Fully Paid
8500,36 months,6.32,259.82,A,,RENT,72800,Not Verified,debt_consolidation,13.5,0,745,76.1,Fully Paid
28600,36 months,8.14,898.07,A,9 years,MORTGAGE,64700,Source Verified,other,16.72,0,735,10.0,Fully Paid
17700,36 months,30.0,751.39,G,10+ years,MORTGAGE,86400,Source Verified,debt_consolidation,32.02,0,637,15.7,Fully Paid
22600,36 months,13.5,766.94,C,6 years,MORTGAGE,65500,Not Verified,debt_consolidation,18.95,0,713,20.0,Charged Off
15700,36 months,10.5,510.29,B,10+ years,MORTGAGE,26700,Not Verified,major_purchase,20.48,0,717,31.7,Fully Paid
10100,36 months,11.21,331.67,C,< 1 year,MORTGAGE,45100,Source Verified,debt_consolidation,21.01,0,690,47.1,Fully Paid
6100,36 months,5.88,185.24,A,5 years,RENT,29500,Source Verified,medical,15.04,0,752,14.6,Fully Paid
11000,36 months,10.15,355.71,C,2 years,MORTGAGE,36200,Source Verified,debt_consolidation,29.29,0,709,52.3,Fully Paid
13200,36 months,13.86,450.25,C,3 years,OWN,93200,Verified,debt_consolidation,25.71,0,688,82.0,Fully Paid
7100,36 months,16.43,251.12,D,10+ years,MORTGAGE,104000,Not Verified,debt_consolidation,11.89,0,703,48.5,Fully Paid
6100,60 months,13.73,141.08,D,3 years,MORTGAGE,99100,Verified,credit_card,13.74,2,674,32.6,Fully Paid
15900,60 months,7.87,321.41,A,10+ years,MORTGAGE,26400,Not Verified,major_purchase,12.59,0,734,42.9,Fully Paid
10200,36 months,11.91,338.35,B,10+ years,RENT,65000,Verified,debt_consolidation,16.21,2,726,54.2,Fully Paid
34500,36 months,12.55,1154.98,C,5 years,MORTGAGE,122400,Not Verified,debt_consolidation,8.78,1,713,,Fully Paid
16600,60 months,11.01,361.01,C,5 years,OWN,63500,Not Verified,debt_consolidation,12.09,0,701,41.2,Fully Paid
9000,36 months,10.43,292.23,B,1 year,OWN,232700,Not Verified,credit_card,13.74,0,710,25.3,Fully Paid
10700,36 months,20.06,397.98,E,10+ years,RENT,67000,Verified,credit_card,12.12,0,678,30.5,Fully Paid
15300,36 months,10.34,496.13,B,10+ years,RENT,53000,Verified,car,12.05,0,714,59.2,Fully Paid
12900,36 months,14.76,445.67,C,,RENT,77400,Source Verified,debt_consolidation,11.9,0,698,80.3,Fully Paid
9600,36 months,19.35,353.6,E,10+ years,MORTGAGE,38700,Source Verified,credit_card,28.01,1,672,37.1,Fully Paid
21900,60 months,7.1,434.68,A,10+ years,MORTGAGE,21800,Verified,debt_consolidation,22.84,0,724,13.0,Fully Paid
6900,36 months,7.02,213.12,A,10+ years,RENT,45900,Source Verified,debt_consolidation,22.58,1,732,69.4,Fully Paid
11700,60 months,12.47,263.05,B,10+ years,MORTGAGE,88100,Verified,credit_card,10.49,0,716,40.3,Fully Paid
17300,36 months,11.17,567.77,B,10+ years,MORTGAGE,41600,Not Verified,debt_consolidation,19.61,0,739,26.6,Fully Paid
17300,36 months,17.6,621.97,D,5 years,MORTGAGE,130700,Verified,debt_consolidation,17.76,0,670,45.8,Fully Paid
7300,36 months,10.35,236.75,B,10+ years,RENT,49700,Not Verified,home_improvement,25.14,0,724,61.3,Fully Paid
20000,60 months,18.1,508.96,D,10+ years,MORTGAGE,55300,Not Verified,credit_card,15.99,0,697,30.0,Fully Paid
11500,36 months,13.53,390.42,C,10+ years,MORTGAGE,40600,Verified,small_business,14.19,0,712,37.1,Fully Paid
10000,60 months,17.66,252.09,D,10+ years,RENT,128600,Not Verified,major_purchase,13.13,1,703,53.1,Fully Paid
5100,36 months,8.33,160.59,A,10+ years,OWN,144500,Verified,debt_consolidation,23.43,0,753,55.1,Fully Paid
6700,36 months,8.6,211.81,A,10+ years,MORTGAGE,69400,Source Verified,credit_card,17.55,0,743,25.8,Fully Paid
15300,36 months,30.0,649.51,G,,RENT,80100,Verified,debt_consolidation,17.83,0,671,63.9,Fully Paid
8200,36 months,6.89,252.78,A,8 years,RENT,38900,Not Verified,debt_consolidation,22.69,0,754,84.7,Fully Paid
20100,36 months,14.65,693.33,D,10+ years,OWN,79200,Source Verified,home_improvement,30.37,0,698,76.1,Charged Off
13800,60 months,12.11,307.74,C,1 year,OWN,68800,Verified,home_improvement,19.05,0,712,55.0,Charged Off
13300,60 months,10.62,286.66,B,3 years,OWN,73400,Verified,debt_consolidation,12.32,2,725,51.4,Fully Paid
12000,60 months,8.21,244.52,A,6 years,RENT,59300,Verified,credit_card,17.91,0,732,60.9,Fully Paid
6600,36 months,11.56,217.83,C,1 year,RENT,54000,Source Verified,small_business,22.67,0,684,46.0,Fully Paid
29500,60 months,10.95,640.67,B,2 years,MORTGAGE,143200,Source Verified,credit_card,10.18,0,734,7.1,Fully Paid
17000,36 months,10.02,548.7,B,10+ years,MORTGAGE,205700,Source Verified,debt_consolidation,16.0,1,720,39.9,Fully Paid
4600,36 months,10.54,149.6,B,4 years,RENT,49700,Verified,home_improvement,13.86,0,723,13.2,Fully Paid
34300,36 months,22.7,1322.39,E,2 years,MORTGAGE,52300,Verified,credit_card,16.62,1,667,35.9,Charged Off
8800,36 months,8.0,275.76,A,2 years,RENT,52700,Not Verified,debt_consolidation,13.7,0,721,63.6,Fully Paid
12300,36 months,17.38,440.86,D,9 years,MORTGAGE,60300,Not Verified,debt_consolidation,23.18,1,667,55.3,Charged Off
11200,36 months,13.93,382.41,C,1 year,OWN,57500,Source Verified,credit_card,22.41,0,705,50.4,Fully Paid
6500,36 months,9.3,207.61,B,10+ years,RENT,103100,Not Verified,debt_consolidation,23.06,1,722,34.7,Fully Paid
12600,36 months,6.29,384.97,A,7 years,RENT,165600,Not Verified,credit_card,19.68,1,749,58.2,Fully Paid
15000,36 months,13.29,507.51,C,10+ years,MORTGAGE,151100,Source Verified,debt_consolidation,10.89,0,692,27.3,Fully Paid
13300,36 months,17.09,474.78,D,10+ years,OWN,96500,Not Verified,other,7.94,0,683,37.3,Fully Paid
5700,60 months,10.02,121.16,B,10+ years,MORTGAGE,135400,Not Verified,small_business,8.81,0,702,15.7,Fully Paid
21000,60 months,17.33,525.64,E,3 years,RENT,352000,Verified,debt_consolidation,8.66,1,672,30.6,Fully Paid
11600,36 months,13.2,391.97,C,< 1 year,MORTGAGE,40900,Source Verified,debt_consolidation,7.75,0,705,26.8,Fully Paid
16500,36 months,21.87,629.03,E,10+ years,RENT,108000,Source Verified,small_business,15.46,0,679,92.5,Fully Paid
13200,36 months,13.89,450.44,C,10+ years,MORTGAGE,144100,Source Verified,major_purchase,27.21,0,691,48.1,Charged Off
12800,60 months,7.22,254.79,A,2 years,RENT,52800,Source Verified,credit_card,6.98,0,754,58.1,Fully Paid
11200,36 months,15.71,392.16,C,8 years,RENT,60500,Verified,credit_card,15.38,0,701,56.3,Fully Paid
7500,60 months,16.3,183.58,D,8 years,RENT,59100,Source Verified,debt_consolidation,6.61,0,694,88.6,Charged Off
7900,36 months,23.01,305.85,E,10+ years,RENT,28000,Not Verified,credit_card,10.88,0,671,62.7,Fully Paid
16500,36 months,15.98,579.93,D,9 years,RENT,73900,Source Verified,home_improvement,26.83,1,683,36.4,Fully Paid
4700,36 months,6.79,144.67,A,5 years,RENT,51800,Source Verified,debt_consolidation,44.43,0,752,57.7,Fully Paid
9100,36 months,6.59,279.28,B,8 years,RENT,62300,Source Verified,debt_consolidation,24.75,0,715,35.3,Fully Paid
20400,36 months,8.02,639.45,A,10+ years,MORTGAGE,78300,Not Verified,debt_consolidation,7.03,0,726,53.0,Fully Paid
8900,36 months,21.06,335.58,E,5 years,RENT,38100,Source Verified,credit_card,14.42,1,665,58.8,Fully Paid
10600,36 months,14.12,362.9,D,10+ years,RENT,52200,Verified,debt_consolidation,8.85,0,709,29.8,Fully Paid
12400,60 months,15.96,301.28,D,10+ years,MORTGAGE,32100,Not Verified,debt_consolidation,44.57,1,659,96.0,Charged Off
16300,36 months,13.94,556.62,C,10+ years,MORTGAGE,83900,Verified,credit_card,20.35,1,706,7.0,Fully Paid
8400,36 months,6.67,258.1,A,3 years,RENT,78900,Verified,credit_card,23.64,0,748,76.4,Fully Paid
7200,36 months,6.8,221.66,A,10+ years,MORTGAGE,128100,Source Verified,credit_card,23.47,0,743,46.8,Fully Paid
17400,60 months,11.45,382.23,B,10+ years,RENT,154100,Not Verified,credit_card,23.91,0,720,54.7,Fully Paid
10100,36 months,5.46,304.8,A,9 years,MORTGAGE,284100,Verified,debt_consolidation,27.96,0,738,38.9,Fully Paid
20900,36 months,9.52,669.68,B,9 years,RENT,38900,Not Verified,credit_card,41.77,0,702,39.5,Charged Off
3900,60 months,7.47,78.09,A,10+ years,RENT,104700,Source Verified,credit_card,6.21,0,739,53.2,Fully Paid
5600,36 months,11.19,183.84,C,,RENT,35000,Not Verified,debt_consolidation,20.65,0,702,72.3,Fully Paid
10100,36 months,14.22,346.27,C,3 years,OWN,34900,Not Verified,car,8.91,1,723,57.0,Fully Paid
