request_id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
REQ-01335,24400,36 months,12.59,754.41,C,,MORTGAGE,62592.0,Not Verified,credit_card,24.19,0,713,79.93,Fully Paid,2026-05-20 23:00:00
REQ-01336,24100,60 months,10.05,472.11,B,2 years,MORTGAGE,44246.0,Not Verified,debt_consolidation,20.22,0,757,68.47,Fully Paid,2026-04-25 07:00:00
REQ-01337,4000,36 months,9.43,125.22,B,10+ years,RENT,68250.0,Verified,credit_card,15.3,0,737,40.4,Fully Paid,2026-03-25 07:00:00
REQ-01338,9700,36 months,11.3,298.62,A,3 years,RENT,71662.0,Not Verified,debt_consolidation,18.01,0,741,86.9,Fully Paid,2026-05-09 04:00:00
REQ-01339,5600,36 months,21.45,206.55,E,3 years,MORTGAGE,27225.0,Source Verified,home_improvement,6.64,0,669,64.17,Fully Paid,2026-04-02 12:00:00
REQ-01340,13400,36 months,14.69,443.09,C,6 years,RENT,88112.0,Source Verified,credit_card,19.01,0,705,33.2,Fully Paid,2026-04-13 08:00:00
REQ-01341,12200,60 months,15.42,289.73,C,10+ years,MORTGAGE,123473.0,Verified,credit_card,19.66,0,701,91.67,Charged Off,2026-03-11 22:00:00
REQ-01342,26100,36 months,10.93,847.45,B,4 years,RENT,25556.0,Not Verified,debt_consolidation,9.88,0,716,70.27,Fully Paid,2026-03-12 06:00:00
REQ-01343,12000,36 months,17.83,414.99,D,8 years,RENT,51362.0,Source Verified,home_improvement,8.95,0,685,69.3,Charged Off,2026-04-14 19:00:00
REQ-01344,8100,36 months,8.89,253.41,B,4 years,RENT,45712.0,Not Verified,credit_card,14.49,1,709,64.83,Fully Paid,2026-03-18 14:00:00
REQ-01345,10900,36 months,14.53,346.77,B,5 years,OWN,42858.0,Verified,major_purchase,21.49,0,709,89.33,Fully Paid,2026-05-21 12:00:00
REQ-01346,12000,60 months,18.28,274.76,C,2 years,MORTGAGE,55179.0,Not Verified,debt_consolidation,19.91,0,703,100.07,Fully Paid,2026-05-11 08:00:00
REQ-01347,18000,36 months,17.32,609.27,C,3 years,MORTGAGE,24917.0,Source Verified,debt_consolidation,9.04,0,701,39.33,Fully Paid,2026-04-28 01:00:00
REQ-01348,6500,36 months,10.7,199.81,A,10+ years,MORTGAGE,111417.0,Not Verified,debt_consolidation,14.27,0,754,54.43,Fully Paid,2026-05-02 08:00:00
REQ-01349,11800,36 months,15.33,390.97,B,2 years,MORTGAGE,67735.0,Not Verified,credit_card,15.32,2,706,86.27,Fully Paid,2026-04-22 11:00:00
REQ-01350,7700,36 months,13.38,260.86,C,10+ years,MORTGAGE,46400.0,Verified,debt_consolidation,13.45,0,708,29.7,Fully Paid,2026-03-06 06:00:00
REQ-01351,30400,36 months,9.81,949.96,B,8 years,RENT,58025.0,Not Verified,major_purchase,17.86,0,726,68.17,Charged Off,2026-04-02 23:00:00
REQ-01352,4600,60 months,10.05,92.28,A,5 years,MORTGAGE,52048.0,Not Verified,debt_consolidation,23.15,0,729,86.83,Fully Paid,2026-04-09 20:00:00
REQ-01353,12000,36 months,19.57,413.46,D,8 years,RENT,55733.0,Not Verified,credit_card,11.19,0,712,81.07,Charged Off,2026-05-13 21:00:00
REQ-01354,13600,36 months,19.05,492.01,D,10+ years,MORTGAGE,51846.0,Source Verified,debt_consolidation,13.99,0,690,50.23,Charged Off,2026-03-19 09:00:00
REQ-01355,15100,60 months,15.66,344.81,C,6 years,OWN,98631.0,Verified,debt_consolidation,19.12,0,695,51.83,Fully Paid,2026-04-11 18:00:00
REQ-01356,13700,60 months,8.74,269.6,A,4 years,OWN,72508.0,Verified,major_purchase,16.86,0,739,42.97,Fully Paid,2026-04-05 18:00:00
REQ-01357,11800,60 months,19.82,308.18,D,10+ years,MORTGAGE,39362.0,Source Verified,credit_card,20.57,0,669,61.27,Charged Off,2026-03-10 19:00:00
REQ-01358,26400,60 months,9.61,549.43,B,6 years,MORTGAGE,79312.0,Source Verified,major_purchase,21.61,0,706,80.47,Charged Off,2026-03-13 16:00:00
REQ-01359,5500,36 months,17.6,192.28,D,10+ years,MORTGAGE,102117.0,Verified,debt_consolidation,29.27,1,678,36.27,Fully Paid,2026-04-05 18:00:00
REQ-01360,11200,60 months,11.3,245.19,B,4 years,RENT,54400.0,Not Verified,home_improvement,7.8,1,713,44.0,Fully Paid,2026-03-02 01:00:00
REQ-01361,4400,36 months,11.25,144.57,B,10+ years,RENT,231600.0,Source Verified,credit_card,19.43,0,703,82.3,Fully Paid,2026-03-07 11:00:00
REQ-01362,28600,36 months,10.56,903.63,B,7 years,MORTGAGE,35292.0,Verified,debt_consolidation,10.45,0,714,41.07,Fully Paid,2026-04-02 11:00:00
REQ-01363,4600,36 months,13.69,154.31,C,3 years,RENT,56062.0,Source Verified,major_purchase,25.53,0,709,84.23,Fully Paid,2026-03-22 18:00:00
REQ-01364,21600,36 months,14.85,715.88,C,3 years,RENT,40425.0,Verified,debt_consolidation,23.35,0,695,69.4,Fully Paid,2026-04-17 01:00:00
REQ-01365,20200,36 months,10.04,652.18,B,5 years,MORTGAGE,30700.0,Not Verified,home_improvement,6.33,0,720,40.8,Fully Paid,2026-03-07 20:00:00
REQ-01366,9900,36 months,14.53,333.71,B,1 year,RENT,145781.0,Not Verified,debt_consolidation,12.99,0,715,48.6,Fully Paid,2026-03-24 03:00:00
REQ-01367,5300,36 months,9.97,164.79,A,3 years,RENT,20425.0,Source Verified,credit_card,22.29,0,759,36.03,Fully Paid,2026-04-06 23:00:00
REQ-01368,15800,36 months,21.35,554.31,E,10+ years,MORTGAGE,77315.0,Not Verified,debt_consolidation,34.73,0,670,45.83,Fully Paid,2026-05-24 11:00:00
REQ-01369,10000,36 months,16.74,338.1,C,8 years,OWN,39035.0,Not Verified,debt_consolidation,11.62,0,707,95.27,Fully Paid,2026-04-23 16:00:00
REQ-01370,18100,36 months,15.17,585.48,C,,MORTGAGE,52408.0,Source Verified,debt_consolidation,32.29,1,719,56.87,Fully Paid,2026-05-14 21:00:00
REQ-01371,10100,60 months,11.28,211.03,C,< 1 year,RENT,140983.0,Not Verified,debt_consolidation,17.52,0,711,30.07,Fully Paid,2026-03-31 04:00:00
REQ-01372,34600,36 months,12.05,1109.15,B,6 years,MORTGAGE,46583.0,Source Verified,debt_consolidation,14.04,0,724,38.83,Fully Paid,2026-04-07 14:00:00
REQ-01373,6700,36 months,13.43,219.13,C,10+ years,RENT,109740.0,Verified,car,17.41,0,713,23.83,Fully Paid,2026-04-11 17:00:00
REQ-01374,4700,36 months,18.34,159.13,C,10+ years,MORTGAGE,21138.0,Source Verified,debt_consolidation,19.82,0,684,66.07,Fully Paid,2026-05-13 02:00:00
REQ-01375,13400,36 months,15.67,433.45,C,7 years,MORTGAGE,71225.0,Not Verified,debt_consolidation,15.83,0,712,98.23,Fully Paid,2026-05-22 02:00:00
REQ-01376,10800,36 months,22.24,383.65,D,10+ years,MORTGAGE,53265.0,Not Verified,debt_consolidation,9.62,0,713,72.33,Fully Paid,2026-05-20 05:00:00
REQ-01377,13400,36 months,14.47,432.19,C,4 years,MORTGAGE,33475.0,Not Verified,debt_consolidation,8.31,0,734,38.9,Fully Paid,2026-05-05 20:00:00
REQ-01378,10400,36 months,19.15,366.4,D,3 years,OWN,109638.0,Verified,debt_consolidation,18.46,1,689,100.3,Fully Paid,2026-04-14 03:00:00
REQ-01379,17600,36 months,16.88,600.5,D,10+ years,OWN,34125.0,Not Verified,major_purchase,13.19,0,720,25.0,Fully Paid,2026-04-19 12:00:00
REQ-01380,24400,60 months,18.25,552.06,C,10+ years,MORTGAGE,44015.0,Verified,debt_consolidation,13.98,0,682,61.13,Fully Paid,2026-05-24 13:00:00
REQ-01381,6500,60 months,12.34,140.81,B,10+ years,MORTGAGE,56438.0,Source Verified,debt_consolidation,18.05,0,716,36.4,Charged Off,2026-03-23 19:00:00
REQ-01382,23000,36 months,12.61,748.75,B,4 years,RENT,64533.0,Verified,debt_consolidation,10.57,1,708,92.27,Fully Paid,2026-04-01 11:00:00
REQ-01383,17600,60 months,16.63,388.22,B,1 year,OWN,43542.0,Not Verified,credit_card,8.14,0,732,87.07,Fully Paid,2026-05-14 22:00:00
REQ-01384,6200,36 months,9.06,191.61,A,3 years,RENT,96433.0,Verified,credit_card,11.93,0,736,26.97,Fully Paid,2026-04-01 16:00:00
REQ-01385,14100,60 months,14.72,326.04,C,2 years,MORTGAGE,54146.0,Not Verified,debt_consolidation,15.88,0,676,37.33,Fully Paid,2026-03-21 01:00:00
REQ-01386,9500,36 months,11.39,299.41,A,3 years,RENT,42438.0,Verified,debt_consolidation,9.86,1,747,35.5,Fully Paid,2026-04-14 19:00:00
REQ-01387,13200,36 months,20.21,481.93,E,1 year,RENT,100031.0,Verified,credit_card,9.63,0,670,62.2,Charged Off,2026-03-23 09:00:00
REQ-01388,17100,60 months,17.67,386.19,C,9 years,MORTGAGE,106083.0,Verified,debt_consolidation,22.26,0,696,55.37,Fully Paid,2026-05-13 08:00:00
REQ-01389,17900,60 months,28.89,513.8,F,10+ years,MORTGAGE,100700.0,Not Verified,medical,17.34,0,639,64.17,Charged Off,2026-05-15 04:00:00
REQ-01390,15400,36 months,12.61,504.98,B,10+ years,MORTGAGE,127031.0,Verified,debt_consolidation,9.96,1,725,92.5,Fully Paid,2026-03-24 06:00:00
REQ-01391,32600,60 months,16.76,754.49,C,6 years,OWN,133438.0,Not Verified,other,13.73,1,701,92.3,Fully Paid,2026-04-18 17:00:00
REQ-01392,10100,36 months,23.43,364.78,D,4 years,MORTGAGE,28212.0,Verified,credit_card,13.75,0,667,54.43,Charged Off,2026-05-18 02:00:00
REQ-01393,13800,60 months,9.93,266.34,A,10+ years,MORTGAGE,19000.0,Source Verified,credit_card,17.97,0,732,83.63,Fully Paid,2026-04-27 11:00:00
REQ-01394,12700,60 months,7.14,246.35,A,7 years,RENT,79542.0,Not Verified,credit_card,5.48,0,770,59.83,Fully Paid,2026-03-19 13:00:00
REQ-01395,20300,36 months,19.15,710.18,D,10+ years,RENT,91481.0,Not Verified,credit_card,18.5,0,677,31.87,Fully Paid,2026-04-23 14:00:00
REQ-01396,12400,60 months,19.35,300.56,E,7 years,MORTGAGE,35704.0,Not Verified,home_improvement,15.0,0,679,27.47,Fully Paid,2026-04-22 01:00:00
REQ-01397,23800,36 months,12.23,753.85,B,3 years,MORTGAGE,48944.0,Verified,credit_card,12.99,0,702,29.87,Fully Paid,2026-04-21 19:00:00
REQ-01398,7600,36 months,8.92,241.4,B,2 years,MORTGAGE,42000.0,Verified,debt_consolidation,16.95,0,710,38.4,Fully Paid,2026-03-02 11:00:00
REQ-01399,7500,36 months,8.75,232.44,A,4 years,RENT,55688.0,Verified,small_business,18.52,2,743,45.5,Fully Paid,2026-03-27 15:00:00
REQ-01400,15100,60 months,23.36,386.4,E,10+ years,OWN,107983.0,Verified,home_improvement,27.21,1,675,58.07,Charged Off,2026-05-13 15:00:00
REQ-01401,12000,60 months,16.7,289.91,D,10+ years,RENT,105992.0,Source Verified,debt_consolidation,9.38,0,698,58.43,Fully Paid,2026-03-16 19:00:00
REQ-01402,12100,36 months,14.62,408.4,D,7 years,MORTGAGE,29812.0,Not Verified,credit_card,12.14,0,702,56.8,Fully Paid,2026-03-25 19:00:00
REQ-01403,14900,36 months,8.55,460.41,A,9 years,RENT,62250.0,Not Verified,debt_consolidation,21.38,0,742,60.3,Fully Paid,2026-03-29 13:00:00
REQ-01404,12400,60 months,10.17,258.43,A,4 years,MORTGAGE,109250.0,Source Verified,debt_consolidation,12.35,1,724,53.43,Fully Paid,2026-03-17 19:00:00
REQ-01405,8800,36 months,18.9,319.91,D,2 years,MORTGAGE,49546.0,Not Verified,debt_consolidation,16.89,0,689,33.77,Fully Paid,2026-03-15 06:00:00
REQ-01406,13200,60 months,11.98,280.33,B,10+ years,RENT,58758.0,Source Verified,debt_consolidation,19.46,0,704,40.27,Fully Paid,2026-03-31 19:00:00
REQ-01407,28900,36 months,20.72,1012.05,D,10+ years,MORTGAGE,88429.0,Source Verified,debt_consolidation,11.39,0,706,64.57,Charged Off,2026-05-12 07:00:00
REQ-01408,14500,36 months,9.07,461.57,B,10+ years,RENT,94400.0,Not Verified,credit_card,50.0,0,727,39.7,Fully Paid,2026-03-03 19:00:00
REQ-01409,8100,36 months,23.62,309.85,E,2 years,RENT,36094.0,Source Verified,credit_card,16.25,0,661,15.4,Fully Paid,2026-03-25 06:00:00
REQ-01410,11900,36 months,13.63,404.58,C,4 years,RENT,42700.0,Not Verified,debt_consolidation,17.35,0,708,37.2,Fully Paid,2026-03-02 20:00:00
REQ-01411,12700,36 months,20.14,453.68,E,3 years,RENT,71488.0,Not Verified,debt_consolidation,12.57,1,677,51.5,Fully Paid,2026-04-17 02:00:00
REQ-01412,5200,36 months,11.92,168.82,B,4 years,RENT,99469.0,Not Verified,credit_card,9.45,0,715,70.7,Fully Paid,2026-03-25 08:00:00
REQ-01413,15800,36 months,10.95,483.89,B,5 years,MORTGAGE,23319.0,Not Verified,debt_consolidation,16.79,1,743,76.7,Fully Paid,2026-05-09 00:00:00
REQ-01414,4700,36 months,13.18,150.95,C,3 years,RENT,18194.0,Not Verified,credit_card,10.91,0,726,64.57,Fully Paid,2026-04-23 10:00:00
REQ-01415,9200,36 months,11.94,285.92,A,10+ years,MORTGAGE,127319.0,Verified,credit_card,15.39,1,749,81.0,Fully Paid,2026-05-07 02:00:00
REQ-01416,19000,60 months,16.3,430.37,C,5 years,RENT,29298.0,Source Verified,debt_consolidation,15.3,0,715,56.37,Charged Off,2026-04-23 07:00:00
REQ-01417,18500,36 months,15.64,624.59,D,1 year,OTHER,51331.0,Not Verified,debt_consolidation,15.73,0,689,31.53,Fully Paid,2026-04-07 02:00:00
REQ-01418,14800,36 months,30.56,592.84,G,< 1 year,MORTGAGE,88825.0,Not Verified,credit_card,7.66,0,663,64.37,Fully Paid,2026-05-15 23:00:00
REQ-01419,7200,36 months,15.46,242.46,C,< 1 year,OWN,81790.0,Not Verified,debt_consolidation,19.1,0,705,35.53,Fully Paid,2026-04-06 17:00:00
REQ-01420,5500,36 months,17.33,182.23,D,6 years,OWN,45171.0,Source Verified,debt_consolidation,20.51,0,691,47.33,Fully Paid,2026-05-23 01:00:00
REQ-01421,11000,36 months,16.85,361.95,C,7 years,MORTGAGE,61898.0,Not Verified,debt_consolidation,11.47,1,695,28.33,Fully Paid,2026-05-24 23:00:00
REQ-01422,9800,60 months,14.13,211.27,B,7 years,RENT,49029.0,Not Verified,home_improvement,13.85,0,719,70.17,Fully Paid,2026-04-25 08:00:00
REQ-01423,15500,36 months,13.63,497.45,C,6 years,MORTGAGE,29167.0,Verified,debt_consolidation,21.75,1,738,87.33,Fully Paid,2026-04-30 04:00:00
REQ-01424,17200,60 months,13.52,382.78,B,,RENT,36375.0,Not Verified,credit_card,20.63,0,708,95.8,Charged Off,2026-03-25 04:00:00
REQ-01425,8400,60 months,19.48,199.75,C,7 years,OWN,76456.0,Verified,debt_consolidation,10.48,0,681,66.5,Fully Paid,2026-05-10 02:00:00
REQ-01426,8300,36 months,11.71,258.98,B,10+ years,MORTGAGE,36000.0,Verified,debt_consolidation,18.03,0,747,63.23,Fully Paid,2026-04-28 19:00:00
REQ-01427,10700,36 months,27.47,411.24,F,,RENT,38396.0,Source Verified,car,19.41,0,672,73.47,Fully Paid,2026-05-14 09:00:00
REQ-01428,9800,36 months,12.03,318.66,B,4 years,RENT,120844.0,Source Verified,debt_consolidation,26.0,1,697,51.8,Fully Paid,2026-03-28 09:00:00
REQ-01429,5400,60 months,13.21,111.34,B,3 years,MORTGAGE,59231.0,Verified,credit_card,15.31,1,761,95.8,Fully Paid,2026-05-10 10:00:00
REQ-01430,17500,36 months,8.23,530.25,A,7 years,MORTGAGE,23471.0,Not Verified,debt_consolidation,19.48,0,759,38.53,Fully Paid,2026-04-12 10:00:00
REQ-01431,22500,36 months,12.85,745.71,C,5 years,MORTGAGE,61908.0,Not Verified,debt_consolidation,15.97,0,717,18.83,Fully Paid,2026-03-16 14:00:00
REQ-01432,24800,36 months,23.85,958.06,E,< 1 year,RENT,36992.0,Verified,home_improvement,6.73,0,649,35.63,Charged Off,2026-03-22 06:00:00
REQ-01433,5600,36 months,13.73,182.62,B,< 1 year,MORTGAGE,43138.0,Source Verified,credit_card,11.02,0,717,34.8,Fully Paid,2026-04-13 19:00:00
REQ-01434,12400,36 months,13.97,414.65,B,5 years,RENT,86812.0,Source Verified,debt_consolidation,27.44,0,716,90.0,Charged Off,2026-03-27 02:00:00
REQ-01435,7400,60 months,6.85,144.27,A,10+ years,RENT,277300.0,Source Verified,debt_consolidation,14.14,1,734,78.67,Fully Paid,2026-03-15 12:00:00
REQ-01436,12300,36 months,20.24,443.07,E,7 years,RENT,68979.0,Verified,debt_consolidation,19.59,0,671,56.13,Fully Paid,2026-04-10 14:00:00
REQ-01437,17000,60 months,17.19,392.83,D,10+ years,RENT,85588.0,Not Verified,home_improvement,6.94,1,691,55.47,Fully Paid,2026-04-26 15:00:00
REQ-01438,10800,36 months,8.64,334.16,A,8 years,MORTGAGE,77812.0,Not Verified,debt_consolidation,24.63,0,738,20.0,Fully Paid,2026-03-25 09:00:00
REQ-01439,5900,36 months,15.17,189.46,C,10+ years,MORTGAGE,42396.0,Not Verified,debt_consolidation,16.62,1,694,60.93,Fully Paid,2026-05-20 04:00:00
REQ-01440,8800,36 months,23.08,320.71,E,10+ years,RENT,57850.0,Verified,major_purchase,19.92,0,679,58.8,Fully Paid,2026-05-06 06:00:00
REQ-01441,12100,60 months,16.32,277.3,C,10+ years,MORTGAGE,41825.0,Verified,credit_card,14.12,0,707,70.7,Charged Off,2026-04-15 11:00:00
REQ-01442,5400,60 months,20.97,129.8,D,10+ years,OWN,49565.0,Not Verified,home_improvement,15.43,0,695,78.53,Charged Off,2026-05-22 18:00:00
REQ-01443,7200,36 months,18.83,254.31,D,10+ years,RENT,125327.0,Not Verified,debt_consolidation,14.31,0,684,44.43,Fully Paid,2026-04-09 04:00:00
REQ-01444,4700,36 months,13.05,157.34,C,10+ years,RENT,69619.0,Not Verified,debt_consolidation,18.69,0,693,90.87,Fully Paid,2026-03-14 03:00:00
REQ-01445,16700,36 months,15.97,586.88,D,10+ years,MORTGAGE,78900.0,Verified,small_business,20.84,0,700,58.8,Fully Paid,2026-03-04 21:00:00
REQ-01446,40000,60 months,18.77,915.66,D,4 years,RENT,127573.0,Not Verified,major_purchase,9.2,1,715,52.33,Fully Paid,2026-05-20 03:00:00
REQ-01447,17600,60 months,19.69,411.26,C,8 years,RENT,73460.0,Not Verified,debt_consolidation,13.81,0,687,74.73,Fully Paid,2026-05-19 07:00:00
REQ-01448,6800,60 months,14.41,145.86,B,10+ years,RENT,107083.0,Verified,debt_consolidation,30.23,0,702,59.83,Fully Paid,2026-04-30 20:00:00
REQ-01449,10600,36 months,14.58,362.69,E,10+ years,MORTGAGE,122396.0,Not Verified,credit_card,21.39,0,708,48.87,Charged Off,2026-03-15 06:00:00
REQ-01450,9300,36 months,8.52,287.24,A,1 year,RENT,55031.0,Not Verified,home_improvement,23.32,0,748,52.3,Fully Paid,2026-03-29 00:00:00
REQ-01451,22600,36 months,13.46,766.5,C,2 years,OWN,28800.0,Source Verified,debt_consolidation,9.71,1,698,52.5,Fully Paid,2026-03-03 18:00:00
REQ-01452,11300,36 months,24.33,445.29,F,5 years,MORTGAGE,26100.0,Not Verified,debt_consolidation,19.17,0,662,47.2,Charged Off,2026-03-05 08:00:00
REQ-01453,5300,36 months,19.23,192.22,D,10+ years,RENT,111550.0,Source Verified,credit_card,7.19,0,686,59.43,Charged Off,2026-03-20 22:00:00
REQ-01454,7000,36 months,17.53,241.05,C,10+ years,RENT,57225.0,Not Verified,debt_consolidation,13.95,0,701,40.1,Fully Paid,2026-04-17 06:00:00
REQ-01455,5100,36 months,6.82,157.05,A,10+ years,OWN,41300.0,Verified,debt_consolidation,19.97,0,746,73.5,Fully Paid,2026-03-02 11:00:00
REQ-01456,36400,36 months,12.68,1126.92,B,10+ years,OWN,77777.0,Not Verified,debt_consolidation,11.55,0,745,56.13,Fully Paid,2026-05-22 03:00:00
REQ-01457,29200,60 months,15.84,669.48,C,4 years,MORTGAGE,15140.0,Verified,debt_consolidation,8.47,0,699,32.33,Fully Paid,2026-04-06 06:00:00
REQ-01458,15600,36 months,11.89,506.23,C,10+ years,MORTGAGE,76312.0,Not Verified,credit_card,9.24,0,724,44.8,Fully Paid,2026-03-23 19:00:00
REQ-01459,8400,60 months,9.38,163.88,A,6 years,MORTGAGE,60550.0,Verified,credit_card,46.31,0,747,85.1,Charged Off,2026-04-17 13:00:00
REQ-01460,11700,36 months,15.24,381.6,B,5 years,MORTGAGE,21369.0,Not Verified,major_purchase,3.73,0,731,62.5,Fully Paid,2026-05-04 17:00:00
REQ-01461,6600,60 months,19.86,168.89,D,10+ years,MORTGAGE,81938.0,Not Verified,debt_consolidation,18.72,0,671,66.1,Fully Paid,2026-03-25 08:00:00
REQ-01462,9300,36 months,13.55,315.82,C,3 years,OWN,74600.0,Not Verified,debt_consolidation,29.4,0,691,35.0,Fully Paid,2026-03-06 02:00:00
REQ-01463,6600,36 months,13.56,224.16,C,10+ years,OWN,132900.0,Not Verified,debt_consolidation,14.28,0,689,34.9,Fully Paid,2026-03-06 14:00:00
REQ-01464,7400,36 months,10.58,223.72,B,3 years,MORTGAGE,26442.0,Not Verified,credit_card,15.86,0,734,82.77,Fully Paid,2026-05-14 02:00:00
REQ-01465,8600,36 months,16.33,301.63,E,5 years,RENT,42104.0,Source Verified,debt_consolidation,11.31,0,650,,Fully Paid,2026-03-09 15:00:00
REQ-01466,10900,36 months,9.58,331.99,B,10+ years,MORTGAGE,111469.0,Not Verified,debt_consolidation,30.8,1,740,50.77,Fully Paid,2026-04-25 14:00:00
REQ-01467,7000,36 months,17.58,244.65,C,4 years,RENT,51150.0,Verified,credit_card,14.4,0,690,74.87,Fully Paid,2026-04-05 15:00:00
REQ-01468,10000,60 months,25.96,273.13,E,4 years,RENT,59069.0,Source Verified,medical,9.13,0,674,66.3,Charged Off,2026-05-10 05:00:00
REQ-01469,11800,36 months,7.32,366.08,A,3 years,MORTGAGE,49800.0,Verified,credit_card,20.33,0,741,32.6,Fully Paid,2026-03-07 05:00:00
REQ-01470,16500,36 months,25.06,613.7,D,3 years,MORTGAGE,40296.0,Source Verified,debt_consolidation,15.62,1,680,62.17,Fully Paid,2026-05-13 19:00:00
REQ-01471,5200,36 months,13.48,166.52,C,2 years,OWN,72500.0,Not Verified,home_improvement,13.4,0,722,69.13,Fully Paid,2026-05-03 03:00:00
REQ-01472,12900,60 months,14.34,285.91,B,2 years,MORTGAGE,115204.0,Source Verified,debt_consolidation,9.56,1,707,38.63,Charged Off,2026-04-09 10:00:00
REQ-01473,8300,36 months,24.78,324.67,G,10+ years,MORTGAGE,46192.0,Source Verified,medical,26.5,0,663,73.73,Charged Off,2026-03-16 22:00:00
REQ-01474,7600,60 months,21.02,182.88,C,5 years,MORTGAGE,51260.0,Verified,car,23.92,1,688,36.43,Fully Paid,2026-05-23 22:00:00
REQ-01475,11800,36 months,11.08,378.43,B,6 years,RENT,63656.0,Not Verified,debt_consolidation,22.75,1,718,36.6,Fully Paid,2026-03-25 05:00:00
REQ-01476,6600,36 months,16.13,224.39,C,10+ years,MORTGAGE,55004.0,Not Verified,debt_consolidation,39.58,0,702,86.33,Fully Paid,2026-04-12 13:00:00
REQ-01477,8400,36 months,9.8,262.45,A,5 years,MORTGAGE,64167.0,Verified,home_improvement,9.25,0,749,47.87,Fully Paid,2026-04-01 13:00:00
REQ-01478,11000,60 months,15.13,256.69,C,2 years,MORTGAGE,25683.0,Verified,debt_consolidation,20.54,2,690,30.53,Charged Off,2026-03-22 02:00:00
REQ-01479,16800,36 months,21.12,616.84,E,5 years,MORTGAGE,98725.0,Verified,home_improvement,16.14,0,671,22.87,Fully Paid,2026-04-02 18:00:00
REQ-01480,14800,60 months,16.71,361.56,D,4 years,RENT,91062.0,Verified,debt_consolidation,11.96,0,684,52.27,Charged Off,2026-03-12 06:00:00
REQ-01481,12600,36 months,16.52,446.22,D,10+ years,MORTGAGE,93400.0,Source Verified,debt_consolidation,12.89,0,697,49.5,Fully Paid,2026-03-04 01:00:00
REQ-01482,10200,60 months,15.53,237.49,C,10+ years,OWN,85406.0,Source Verified,debt_consolidation,31.23,0,694,22.0,Fully Paid,2026-03-28 20:00:00
REQ-01483,11200,36 months,20.51,416.29,E,10+ years,RENT,37796.0,Source Verified,debt_consolidation,8.54,0,672,60.17,Fully Paid,2026-03-09 10:00:00
REQ-01484,11900,36 months,13.44,392.07,B,10+ years,OWN,23467.0,Not Verified,home_improvement,25.99,0,714,,Fully Paid,2026-04-02 06:00:00
REQ-01485,14500,60 months,16.67,320.13,C,6 years,OWN,24621.0,Not Verified,debt_consolidation,16.13,0,743,82.17,Fully Paid,2026-05-13 13:00:00
REQ-01486,12100,60 months,8.7,246.5,A,10+ years,MORTGAGE,36131.0,Source Verified,debt_consolidation,6.84,0,753,33.17,Fully Paid,2026-03-12 19:00:00
REQ-01487,13200,36 months,10.25,427.48,B,10+ years,RENT,75600.0,Verified,major_purchase,35.18,0,714,44.0,Fully Paid,2026-03-03 18:00:00
REQ-01488,7600,60 months,18.56,193.24,D,7 years,OWN,68150.0,Verified,credit_card,22.73,0,687,35.07,Fully Paid,2026-03-13 15:00:00
REQ-01489,18700,60 months,16.49,430.19,C,10+ years,RENT,26250.0,Not Verified,credit_card,6.14,0,676,82.7,Fully Paid,2026-04-15 16:00:00
REQ-01490,12500,36 months,11.82,405.22,B,9 years,RENT,81656.0,Not Verified,debt_consolidation,17.78,0,717,59.9,Charged Off,2026-03-24 07:00:00
REQ-01491,10600,36 months,15.22,355.73,C,10+ years,MORTGAGE,35206.0,Not Verified,debt_consolidation,31.36,0,684,93.43,Fully Paid,2026-04-07 09:00:00
REQ-01492,23500,36 months,14.32,806.83,C,10+ years,MORTGAGE,78400.0,Source Verified,debt_consolidation,15.37,0,704,29.5,Fully Paid,2026-03-06 21:00:00
REQ-01493,18800,60 months,16.14,443.71,D,10+ years,MORTGAGE,18844.0,Verified,debt_consolidation,14.95,0,713,46.4,Fully Paid,2026-03-24 19:00:00
REQ-01494,12500,60 months,8.15,242.53,A,7 years,MORTGAGE,152992.0,Not Verified,debt_consolidation,10.84,0,744,82.47,Fully Paid,2026-04-01 03:00:00
REQ-01495,6200,36 months,8.02,187.27,A,3 years,MORTGAGE,176927.0,Not Verified,debt_consolidation,32.4,0,738,19.83,Fully Paid,2026-04-10 09:00:00
REQ-01496,4900,36 months,19.7,173.97,D,10+ years,MORTGAGE,158288.0,Not Verified,debt_consolidation,9.76,0,673,76.2,Fully Paid,2026-04-15 07:00:00
REQ-01497,8700,36 months,10.23,263.61,A,10+ years,MORTGAGE,44606.0,Not Verified,small_business,25.1,1,732,79.5,Fully Paid,2026-05-06 17:00:00
REQ-01498,15800,36 months,17.53,547.94,D,5 years,MORTGAGE,51510.0,Not Verified,debt_consolidation,36.46,1,682,56.93,Fully Paid,2026-04-07 17:00:00
REQ-01499,6600,60 months,13.37,135.0,B,6 years,MORTGAGE,75683.0,Not Verified,debt_consolidation,12.8,0,708,31.57,Fully Paid,2026-05-13 10:00:00
REQ-01500,29300,36 months,16.05,987.94,D,10+ years,RENT,89688.0,Source Verified,credit_card,17.75,0,714,51.6,Fully Paid,2026-04-17 20:00:00
REQ-01501,7600,36 months,7.74,232.03,A,3 years,OWN,94031.0,Source Verified,debt_consolidation,17.85,0,726,,Fully Paid,2026-03-26 17:00:00
