loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
5500,36 months,5.91,167.1,A,10+ years,MORTGAGE,135900,Not Verified,credit_card,20.15,0,762,24.5,Fully Paid
20400,36 months,19.07,748.5,D,5 years,RENT,27700,Not Verified,debt_consolidation,11.79,0,679,26.7,Fully Paid
17800,36 months,12.39,594.54,B,< 1 year,MORTGAGE,48200,Verified,major_purchase,12.12,0,704,60.9,Fully Paid
12400,36 months,7.53,385.89,A,2 years,OWN,59400,Verified,debt_consolidation,7.0,1,730,66.9,Fully Paid
6100,36 months,10.33,197.78,B,9 years,OWN,58700,Verified,credit_card,12.15,0,693,41.8,Fully Paid
14200,36 months,12.93,477.98,C,7 years,OWN,128400,Verified,credit_card,21.61,0,697,60.8,Fully Paid
3700,36 months,11.63,122.24,C,7 years,RENT,80900,Source Verified,debt_consolidation,8.74,0,699,18.3,Fully Paid
24800,36 months,22.85,958.06,E,< 1 year,RENT,38600,Verified,home_improvement,6.73,0,649,32.3,Charged Off
19000,36 months,12.03,631.34,C,10+ years,RENT,99600,Source Verified,debt_consolidation,23.45,0,700,62.4,Charged Off
9400,36 months,10.55,305.74,B,2 years,MORTGAGE,33300,Source Verified,debt_consolidation,8.26,0,712,61.8,Fully Paid
6900,36 months,14.15,236.33,C,10+ years,MORTGAGE,116700,Not Verified,debt_consolidation,28.55,0,693,71.6,Fully Paid
13200,36 months,8.85,418.84,B,4 years,OWN,66700,Not Verified,credit_card,27.26,0,726,48.9,Fully Paid
12300,60 months,30.0,397.95,G,7 years,MORTGAGE,68800,Verified,credit_card,9.82,0,630,60.9,Charged Off
7100,36 months,16.32,250.74,D,4 years,RENT,77900,Not Verified,debt_consolidation,16.06,1,668,51.5,Fully Paid
13800,36 months,13.82,470.45,C,10+ years,RENT,126800,Source Verified,debt_consolidation,7.33,0,713,16.3,Fully Paid
8200,60 months,16.57,201.9,D,10+ years,MORTGAGE,106200,Not Verified,debt_consolidation,19.31,1,688,28.3,Fully Paid
15600,36 months,11.11,511.54,B,10+ years,MORTGAGE,29000,Not Verified,home_improvement,32.02,0,717,54.8,Fully Paid
19400,36 months,11.28,637.71,B,10+ years,MORTGAGE,88700,Verified,home_improvement,25.5,1,733,40.2,Fully Paid
12700,60 months,13.98,295.38,C,10+ years,MORTGAGE,115200,Source Verified,debt_consolidation,10.24,0,691,42.2,Fully Paid
9500,36 months,14.21,325.66,C,10+ years,RENT,100700,Not Verified,credit_card,21.19,0,711,54.6,Fully Paid
19500,60 months,11.46,428.46,B,5 years,RENT,42700,Source Verified,debt_consolidation,19.45,0,707,,Fully Paid
28400,36 months,9.32,907.35,B,10+ years,RENT,65900,Verified,debt_consolidation,17.46,0,702,92.7,Fully Paid
19700,36 months,23.55,768.24,E,4 years,MORTGAGE,94600,Verified,other,13.6,0,678,57.7,Fully Paid
20700,36 months,9.63,664.34,B,7 years,RENT,99400,Not Verified,debt_consolidation,17.93,0,700,62.0,Fully Paid
7100,36 months,7.39,220.5,A,10+ years,OWN,52300,Not Verified,credit_card,12.75,0,739,65.8,Fully Paid
10600,36 months,13.8,361.25,C,10+ years,OWN,126400,Not Verified,debt_consolidation,23.47,0,690,63.9,Fully Paid
6900,60 months,11.83,152.89,C,3 years,MORTGAGE,34200,Source Verified,debt_consolidation,12.05,0,692,63.9,Fully Paid
9500,60 months,7.68,191.17,A,4 years,RENT,25800,Not Verified,credit_card,16.29,1,737,85.7,Fully Paid
23100,36 months,11.44,761.09,B,,OWN,38500,Source Verified,credit_card,8.52,0,752,66.6,Fully Paid
12300,36 months,16.7,436.69,D,10+ years,RENT,121500,Not Verified,debt_consolidation,13.02,0,694,75.5,Fully Paid
17600,36 months,12.63,589.88,C,,MORTGAGE,60400,Source Verified,debt_consolidation,15.58,0,700,67.3,Fully Paid
34000,60 months,9.17,708.59,B,5 years,MORTGAGE,66300,Source Verified,credit_card,16.23,0,740,61.1,Charged Off
7800,36 months,17.77,281.09,D,7 years,RENT,49400,Not Verified,debt_consolidation,19.76,0,703,79.3,Fully Paid
8300,60 months,14.46,195.11,C,< 1 year,OWN,70100,Not Verified,major_purchase,11.96,0,702,34.4,Fully Paid
24100,36 months,14.6,830.72,C,2 years,RENT,35800,Verified,credit_card,18.6,0,679,38.6,Fully Paid
8400,36 months,23.86,328.94,E,10+ years,MORTGAGE,51500,Source Verified,debt_consolidation,21.18,0,680,60.9,Fully Paid
17500,36 months,10.48,568.63,B,5 years,RENT,60400,Not Verified,debt_consolidation,12.63,0,726,79.9,Fully Paid
9900,60 months,8.17,201.54,A,7 years,RENT,35500,Not Verified,credit_card,13.62,0,745,73.3,Fully Paid
27200,36 months,14.77,939.84,C,1 year,MORTGAGE,167500,Source Verified,debt_consolidation,9.28,0,715,56.2,Charged Off
21400,36 months,15.89,751.2,D,5 years,MORTGAGE,49900,Not Verified,debt_consolidation,12.92,0,682,41.2,Fully Paid
5100,36 months,11.41,167.96,B,8 years,MORTGAGE,53000,Source Verified,debt_consolidation,19.28,0,714,73.0,Charged Off
8500,60 months,9.57,178.81,B,< 1 year,RENT,48300,Verified,debt_consolidation,39.36,0,716,23.9,Fully Paid
6700,60 months,11.71,148.06,B,< 1 year,MORTGAGE,112300,Verified,credit_card,7.14,2,696,39.3,Fully Paid
25200,36 months,14.14,862.99,C,10+ years,MORTGAGE,47000,Verified,small_business,18.36,0,700,26.7,Fully Paid
26800,60 months,9.92,568.37,B,3 years,RENT,70200,Not Verified,other,21.37,0,719,64.2,Fully Paid
24200,60 months,10.97,525.8,B,8 years,RENT,58300,Verified,credit_card,21.11,0,718,85.3,Fully Paid
